,,,,,
County Name,Precinct Name,Precinct Code,Total Voters,Hillary Clinton (D),Donald J. Trump (R)
Knox,PRECINCT MILLER,ABK,577,97,451
Knox,PRECINCT MONROE A,ABL,590,146,413
Knox,PRECINCT MONROE B,ABM,560,161,366
Knox,PRECINCT MORGAN,ABN,581,118,423
Knox,PRECINCT MORRIS A,ABO,487,103,344
Knox,PRECINCT MORRIS B,ABP,627,157,432
Knox,PRECINCT PIKE,ABQ,705,103,556
Knox,PRECINCT PLEASANT,ABR,"1,005",246,684
Knox,PRECINCT DANVILLE,ABT,384,92,264
Knox,PRECINCT UNION-GANN,ABU,594,92,467
Knox,PRECINCT FREDERICKTOWN A,ABV,212,61,135
Knox,PRECINCT FREDERICKTOWN B,ABW,502,104,354
Knox,PRECINCT WAYNE,ABX,513,97,387
Knox,PRECINCT LIBERTY A,ABZ,455,77,342
Knox,PRECINCT FREDERICKTOWN C,ACA,468,124,304
Knox,PRECINCT HILLIAR B,ACB,637,120,481
Knox,PRECINCT HOWARD E,ACC,534,150,350
Knox,PRECINCT MILFORD,ACD,"1,046",236,741
Knox,PRECINCT GAMBIER B,ACG,427,392,23
Lake,PRECINCT EASTLAKE CITY 1A,AAA,704,320,329
Lake,PRECINCT EASTLAKE CITY 1B,AAB,588,223,320
Lake,PRECINCT EASTLAKE CITY 1C,AAC,925,359,502
Lake,PRECINCT EASTLAKE CITY 2A,AAE,756,289,411
Lake,PRECINCT EASTLAKE CITY 2B,AAF,517,198,288
Lake,PRECINCT EASTLAKE CITY 2C,AAG,675,284,346
Lake,PRECINCT EASTLAKE CITY 3A,AAI,789,326,409
Lake,PRECINCT EASTLAKE CITY 3B,AAJ,752,318,385
Lake,PRECINCT EASTLAKE CITY 3C,AAK,745,261,452
Lake,PRECINCT EASTLAKE CITY 4A,AAN,807,283,463
Lake,PRECINCT EASTLAKE CITY 4B,AAO,898,335,520
Lake,PRECINCT EASTLAKE CITY 4C,AAP,567,217,310
Lake,PRECINCT KIRTLAND 1A,AAS,929,299,560
Lake,PRECINCT KIRTLAND 2A,AAT,"1,070",336,659
Lake,PRECINCT KIRTLAND 3A,AAU,"1,098",419,618
Lake,PRECINCT KIRTLAND 4A,AAV,"1,071",345,671
Lake,PRECINCT MENTOR CITY 1A,AAW,647,251,349
Lake,PRECINCT MENTOR CITY 1B,AAX,628,257,327
Lake,PRECINCT MENTOR CITY 1C,AAY,797,292,452
Lake,PRECINCT MENTOR CITY 1E,AAZ,809,347,416
Lake,PRECINCT MENTOR CITY 1F,ABA,603,260,294
Lake,PRECINCT MENTOR CITY 1G,ABB,835,308,481
Lake,PRECINCT MENTOR CITY 1H,ABC,891,314,519
Lake,PRECINCT MENTOR CITY 1I,ABD,715,290,375
Lake,PRECINCT MENTOR CITY 2A,ABF,885,325,489
Lake,PRECINCT MENTOR CITY 2B,ABG,920,375,482
Lake,PRECINCT MENTOR CITY 2C,ABH,971,388,510
Lake,PRECINCT MENTOR CITY 2D,ABI,792,360,376
Lake,PRECINCT MENTOR CITY 2E,ABJ,561,231,291
Lake,PRECINCT MENTOR CITY 2F,ABK,549,187,327
Lake,PRECINCT MENTOR CITY 2G,ABL,"1,259",499,689
Lake,PRECINCT MENTOR CITY 2H,ABM,608,224,342
Lake,PRECINCT MENTOR CITY 3A,ABQ,836,324,453
Lake,PRECINCT MENTOR CITY 3B,ABR,888,334,513
Lake,PRECINCT MENTOR CITY 3C,ABS,903,324,536
Lake,PRECINCT MENTOR CITY 3D,ABT,939,387,491
Lake,PRECINCT MENTOR CITY 3E,ABU,675,270,367
Lake,PRECINCT MENTOR CITY 3F,ABV,920,391,481
Lake,PRECINCT MENTOR CITY 3G,ABW,626,255,323
Lake,PRECINCT MENTOR CITY 3H,ABX,813,278,489
Lake,PRECINCT MENTOR CITY 4A,ABY,844,339,453
Lake,PRECINCT MENTOR CITY 4B,ABZ,800,274,483
Lake,PRECINCT MENTOR CITY 4C,ACA,561,203,312
Lake,PRECINCT MENTOR CITY 4D,ACB,519,208,277
Lake,PRECINCT MENTOR CITY 4E,ACC,801,277,463
Lake,PRECINCT MENTOR CITY 4F,ACD,700,287,375
Lake,PRECINCT MENTOR CITY 4G,ACE,922,378,487
Lake,PRECINCT MENTOR CITY 4H,ACF,713,291,380
Lake,MENTOR-ON-THE-LAKE CITY 1A,ACG,963,364,541
Lake,MENTOR-ON-THE-LAKE CITY 2A,ACH,825,281,488
Lake,MENTOR-ON-THE-LAKE CITY 3A,ACI,704,298,351
Lake,MENTOR-ON-THE-LAKE CITY 4A,ACJ,943,408,471
Lake,PRECINCT PAINESVILLE CITY 1A,ACL,823,483,286
Lake,PRECINCT PAINESVILLE CITY 1B,ACM,462,299,128
Lake,PRECINCT PAINESVILLE CITY 2A,ACP,889,441,376
Lake,PRECINCT PAINESVILLE CITY 2B,ACQ,683,363,279
Lake,PRECINCT PAINESVILLE CITY 3A,ACT,488,255,200
Lake,PRECINCT PAINESVILLE CITY 3B,ACU,607,274,284
Lake,PRECINCT PAINESVILLE CITY 3C,ACV,616,342,232
Lake,PRECINCT PAINESVILLE CITY 4A,ACX,"1,063",435,562
Lake,PRECINCT PAINESVILLE CITY 4B,ACY,578,388,162
Lake,PRECINCT PAINESVILLE CITY 4C,ACZ,411,244,138
Lake,PRECINCT WICKLIFFE CITY 1A,ADB,843,338,443
Lake,PRECINCT WICKLIFFE CITY 1B,ADC,845,374,417
Lake,PRECINCT WICKLIFFE CITY 2A,ADF,660,283,346
Lake,PRECINCT WICKLIFFE CITY 2B,ADG,438,158,241
Lake,PRECINCT WICKLIFFE CITY 2C,ADH,512,226,236
Lake,PRECINCT WICKLIFFE CITY 3A,ADJ,799,348,394
Lake,PRECINCT WICKLIFFE CITY 3B,ADK,829,357,409
Lake,PRECINCT WICKLIFFE CITY 4A,ADN,835,346,431
Lake,PRECINCT WICKLIFFE CITY 4B,ADO,696,311,335
Lake,PRECINCT WILLOUGHBY CITY 1A,ADR,566,239,288
Lake,PRECINCT WILLOUGHBY CITY 1B,ADS,633,315,280
Lake,PRECINCT WILLOUGHBY CITY 1C,ADT,506,230,238
Lake,PRECINCT WILLOUGHBY CITY 2A,ADU,780,401,342
Lake,PRECINCT WILLOUGHBY CITY 3A,ADX,661,304,306
Lake,PRECINCT WILLOUGHBY CITY 3B,ADY,703,321,340
Lake,PRECINCT WILLOUGHBY CITY 4A,AEB,702,290,356
Lake,PRECINCT WILLOUGHBY CITY 4B,AEC,654,275,312
Lake,PRECINCT WILLOUGHBY CITY 4C,AED,638,293,313
Lake,PRECINCT WILLOUGHBY CITY 5A,AEE,744,339,339
Lake,PRECINCT WILLOUGHBY CITY 5B,AEF,691,264,385
Lake,PRECINCT WILLOUGHBY CITY 6A,AEI,666,278,326
Lake,PRECINCT WILLOUGHBY CITY 6B,AEJ,610,256,305
Lake,PRECINCT WILLOUGHBY HILLS CITY AA,AEL,895,323,516
Lake,PRECINCT WILLOUGHBY HILLS CITY BB,AEM,724,263,411
Lake,PRECINCT WILLOUGHBY HILLS CITY CC,AEN,"1,026",474,507
Lake,PRECINCT WILLOUGHBY HILLS CITY DD,AEO,620,457,145
Lake,PRECINCT WILLOUGHBY HILLS CITY EE,AEP,617,237,353
Lake,PRECINCT WILLOUGHBY HILLS CITY FF,AEQ,666,217,413
Lake,PRECINCT WILLOUGHBY HILLS CITY GG,AER,555,418,119
Lake,PRECINCT WILLOWICK CITY 1A,AET,779,326,392
Lake,PRECINCT WILLOWICK CITY 1B,AEU,553,238,269
Lake,PRECINCT WILLOWICK CITY 1C,AEV,895,381,458
Lake,PRECINCT WILLOWICK CITY 2A,AEY,758,305,411
Lake,PRECINCT WILLOWICK CITY 2B,AEZ,676,306,317
Lake,PRECINCT WILLOWICK CITY 2C,AFA,837,362,414
Lake,PRECINCT WILLOWICK CITY 3A,AFD,959,402,483
Lake,PRECINCT WILLOWICK CITY 3B,AFE,634,344,249
Lake,PRECINCT WILLOWICK CITY 3C,AFF,891,329,514
Lake,PRECINCT CONCORD TWP A,AFJ,884,263,560
Lake,PRECINCT CONCORD TWP B,AFK,"1,049",313,673
Lake,PRECINCT CONCORD TWP C,AFL,978,317,583
Lake,PRECINCT CONCORD TWP D,AFM,714,249,406
Lake,PRECINCT CONCORD TWP E,AFN,697,299,359
Lake,PRECINCT CONCORD TWP F,AFO,901,279,548
Lake,PRECINCT CONCORD TWP G,AFP,849,264,527
Lake,PRECINCT CONCORD TWP H,AFQ,639,232,363
Lake,PRECINCT CONCORD TWP I,AFR,"1,226",364,801
Lake,PRECINCT CONCORD TWP J,AFS,823,253,527
Lake,PRECINCT KIRTLAND HILLS AA,AFT,439,128,288
Lake,PRECINCT LAKELINE VILLAGE AA,AFU,140,68,66
Lake,PRECINCT LEROY TWP A,AFV,948,260,627
Lake,PRECINCT LEROY TWP B,AFW,969,243,670
Lake,PRECINCT MADISON TWP A,AFX,621,231,348
Lake,PRECINCT MADISON TWP B,AFY,798,278,457
Lake,PRECINCT MADISON TWP C,AFZ,684,220,406
Lake,PRECINCT MADISON TWP D,AGA,792,316,431
Lake,PRECINCT MADISON TWP E,AGB,532,173,326
Lake,PRECINCT MADISON TWP F,AGC,850,272,525
Lake,PRECINCT MADISON TWP G,AGD,673,227,386
Lake,PRECINCT MADISON TWP H,AGE,757,258,456
Lake,PRECINCT MADISON TWP I,AGF,662,191,407
Lake,PRECINCT MADISON TWP J,AGG,490,169,270
Lake,PRECINCT MADISON VILLAGE AA,AGH,826,275,485
Lake,PRECINCT MADISON VILLAGE BB,AGI,823,262,493
Lake,PRECINCT PAINESVILLE TWP A,AGJ,"1,097",399,628
Lake,PRECINCT PAINESVILLE TWP B,AGK,792,278,448
Lake,PRECINCT PAINESVILLE TWP C,AGL,974,338,573
Lake,PRECINCT PAINESVILLE TWP D,AGM,645,212,376
Lake,PRECINCT PAINESVILLE TWP E,AGN,665,228,378
Lake,PRECINCT PAINESVILLE TWP F,AGO,756,294,424
Lake,PRECINCT PAINESVILLE TWP G,AGP,834,350,426
Lake,PRECINCT PAINESVILLE TWP H,AGQ,756,309,381
Lake,PRECINCT PAINESVILLE TWP I,AGR,587,208,339
Lake,PRECINCT PAINESVILLE TWP J,AGS,526,177,304
Lake,PRECINCT FAIRPORT HBR AA,AGT,896,352,452
Lake,PRECINCT FAIRPORT HBR BB,AGU,594,247,285
Lake,PRECINCT GRAND RIVER AA,AGY,219,79,132
Lake,PRECINCT PERRY TWP A,AGZ,843,283,508
Lake,PRECINCT PERRY TWP B,AHA,815,263,501
Lake,PRECINCT PERRY TWP C,AHB,778,265,458
Lake,PRECINCT NORTH PERRY AA,AHC,516,136,338
Lake,PRECINCT PERRY VILLAGE AA,AHD,829,280,483
Lake,PRECINCT TIMBERLAKE VILLAGE AA,AHE,447,168,248
Lake,PRECINCT WAITE HILL VLG AA,AHF,333,102,204
Lake,PRECINCT MENTOR CITY 1D,AHK,946,352,514
Lake,PRECINCT MENTOR CITY 4I,AHR,839,299,486
Lake,PRECINCT CONCORD TWP K,AHX,559,213,310
Lake,PRECINCT CONCORD TWP L,AHY,958,257,641
Lake,PRECINCT CONCORD TWP M,AHZ,796,314,440
Lake,PRECINCT CONCORD TWP N,AIA,529,172,328
Lake,PRECINCT PAINESVILLE TWP K,AIG,"1,008",354,583
Lake,PRECINCT PERRY TWP D,AIL,810,242,507
Lake,PRECINCT WILLOUGHBY CITY 2B,AIO,840,274,513
Lake,PRECINCT WILLOUGHBY CITY 2C,AIP,503,205,262
Lake,PRECINCT WILLOUGHBY CITY 3C,AIQ,858,318,471
Lake,PRECINCT WILLOUGHBY CITY 5C,AIR,788,340,365
Lake,PRECINCT WILLOUGHBY CITY 6C,AIS,657,342,265
Lawrence,PRECINCT IRONTON 1A,AAA,276,107,154
Lawrence,PRECINCT IRONTON 1B,AAB,144,51,87
Lawrence,PRECINCT IRONTON 1C,AAC,138,44,85
Lawrence,PRECINCT IRONTON 1D,AAD,117,35,71
Lawrence,PRECINCT IRONTON 1E,AAE,357,116,210
Lawrence,PRECINCT IRONTON 1F,AAF,396,150,226
Lawrence,PRECINCT IRONTON 2A,AAG,138,54,81
Lawrence,PRECINCT IRONTON 2B,AAH,89,23,59
Lawrence,PRECINCT IRONTON 2C,AAI,140,36,90
Lawrence,PRECINCT IRONTON 2D,AAJ,198,108,77
Lawrence,PRECINCT IRONTON 3A,AAK,120,40,69
Lawrence,PRECINCT IRONTON 3B,AAL,158,86,58
Lawrence,PRECINCT IRONTON 3C,AAM,56,22,30
Lawrence,PRECINCT IRONTON 3D,AAN,124,54,62
Lawrence,PRECINCT IRONTON 3E,AAO,208,92,92
Lawrence,PRECINCT IRONTON 4A,AAP,139,50,78
Lawrence,PRECINCT IRONTON 4B,AAQ,170,50,108
Lawrence,PRECINCT IRONTON 4C,AAR,185,44,130
Lawrence,PRECINCT IRONTON 4D,AAS,217,93,108
Lawrence,PRECINCT IRONTON 4E,AAT,271,78,180
Lawrence,PRECINCT IRONTON 4F,AAU,310,75,215
Lawrence,PRECINCT IRONTON 4G,AAV,207,87,111
Lawrence,PRECINCT IRONTON 4H,AAW,152,56,86
Lawrence,PRECINCT IRONTON 4I,AAX,242,85,134
Lawrence,PRECINCT IRONTON 5A,AAY,273,76,184
Lawrence,PRECINCT AID 1,AAZ,327,45,263
Lawrence,PRECINCT AID 2,ABA,132,27,101
Lawrence,PRECINCT DECATUR,ABB,315,60,229
Lawrence,PRECINCT ELIZABETH 1,ABC,383,98,259
Lawrence,PRECINCT ELIZABETH 2,ABD,569,123,408
Lawrence,PRECINCT ELIZABETH 3,ABE,255,62,169
Lawrence,PRECINCT FAYETTE 1,ABF,484,94,372
Lawrence,PRECINCT FAYETTE 2,ABG,246,51,190
Lawrence,PRECINCT FAYETTE 3,ABH,415,80,309
Lawrence,PRECINCT SOUTH POINT 1,ABI,282,78,182
Lawrence,PRECINCT SOUTH POINT 2,ABJ,564,128,403
Lawrence,PRECINCT SOUTH POINT 3,ABK,355,93,249
Lawrence,PRECINCT BURLINGTON 1,ABL,431,156,249
Lawrence,PRECINCT BURLINGTON 2,ABM,543,147,362
Lawrence,PRECINCT BURLINGTON 3,ABN,507,162,309
Lawrence,PRECINCT HAMILTON,ABO,346,89,221
Lawrence,PRECINCT HANGING ROCK,ABP,141,45,85
Lawrence,PRECINCT LAWRENCE 1,ABQ,407,78,302
Lawrence,PRECINCT LAWRENCE 2,ABR,370,92,255
Lawrence,PRECINCT LAWRENCE 3,ABS,495,86,385
Lawrence,PRECINCT MASON 1,ABT,261,42,201
Lawrence,PRECINCT MASON 2,ABU,189,30,146
Lawrence,PRECINCT PERRY 1,ABV,457,125,307
Lawrence,PRECINCT PERRY 2,ABW,502,96,382
Lawrence,PRECINCT PERRY 3,ABX,259,40,211
Lawrence,PRECINCT SHERIDAN 1,ABY,465,108,336
Lawrence,PRECINCT SHERIDAN 2,ABZ,515,156,327
Lawrence,PRECINCT SOUTH POINT 4,ACA,225,51,162
Lawrence,PRECINCT SOUTH POINT 5,ACB,427,133,271
Lawrence,PRECINCT ATHALIA,ACC,127,34,93
Lawrence,PRECINCT LABELLE 1,ACD,386,88,273
Lawrence,PRECINCT LABELLE 2,ACE,895,216,627
Lawrence,PRECINCT LABELLE 3,ACF,370,94,256
Lawrence,PRECINCT LABELLE 4,ACG,581,154,399
Lawrence,PRECINCT LABELLE 5,ACH,357,99,238
Lawrence,PRECINCT LABELLE 6,ACI,682,145,500
Lawrence,PRECINCT LABELLE 7,ACJ,325,83,221
Lawrence,PRECINCT MILLER,ACK,602,131,445
Lawrence,PRECINCT SYMMES,ACL,222,38,172
Lawrence,PRECINCT BRADRICK 1,ACM,346,74,258
Lawrence,PRECINCT BRADRICK 2,ACN,264,46,203
Lawrence,PRECINCT UNION 1,ACO,601,113,457
Lawrence,PRECINCT UNION 2,ACP,422,106,302
Lawrence,PRECINCT UNION 3,ACQ,551,129,398
Lawrence,PRECINCT UNION 4,ACR,588,133,428
Lawrence,PRECINCT UNION 5,ACS,410,99,301
Lawrence,PRECINCT PROCTORVILLE,ACT,249,71,160
Lawrence,PRECINCT CHESAPEAKE A,ACU,129,33,89
Lawrence,PRECINCT CHESAPEAKE B,ACV,215,67,137
Lawrence,PRECINCT UPPER 1,ACW,199,50,138
Lawrence,PRECINCT UPPER 2,ACX,355,86,242
Lawrence,PRECINCT UPPER 3,ACY,429,90,322
Lawrence,PRECINCT UPPER 4,ACZ,280,83,177
Lawrence,PRECINCT COAL GROVE A,ADA,175,33,126
Lawrence,PRECINCT COAL GROVE B,ADB,380,90,265
Lawrence,PRECINCT COAL GROVE C,ADC,336,80,240
Lawrence,PRECINCT WASHINGTON,ADD,77,18,56
Lawrence,PRECINCT WINDSOR 1,ADE,375,73,277
Lawrence,PRECINCT WINDSOR 2,ADF,619,131,459
Licking,HEATH 1-A,AAA,948,304,573
Licking,HEATH 1-B,AAB,632,239,336
Licking,HEATH 2-B,AAD,729,197,489
Licking,HEATH 2-A,AAE,779,230,494
Licking,HEATH 3-A,AAG,759,206,503
Licking,HEATH 3-B,AAH,972,307,613
Licking,NEWARK 1-A,AAJ,967,324,576
Licking,NEWARK 1-B,AAK,969,366,526
Licking,NEWARK 2-A,AAP,628,216,361
Licking,NEWARK 2-B,AAQ,831,330,433
Licking,NEWARK 2-C,AAS,416,157,231
Licking,NEWARK 3-A,AAW,"1,129",407,645
Licking,NEWARK 3-B,AAX,"1,221",489,657
Licking,NEWARK 3-C,AAY,663,253,364
Licking,NEWARK 4-A,ABB,960,368,510
Licking,NEWARK 4-B,ABC,946,334,537
Licking,NEWARK 4-C,ABE,708,252,400
Licking,NEWARK 4-D,ABF,649,229,373
Licking,NEWARK 5-A,ABJ,847,264,518
Licking,NEWARK 5-B,ABK,"1,023",292,644
Licking,NEWARK 5-C,ABM,711,245,426
Licking,NEWARK 5-E,ABN,523,204,269
Licking,NEWARK 5-D,ABO,642,234,348
Licking,NEWARK 6-A,ABR,846,280,505
Licking,NEWARK 6-B,ABS,833,283,490
Licking,NEWARK 6-C,ABT,599,212,336
Licking,NEWARK 6-D,ABU,523,190,303
Licking,NEWARK 6-E,ABV,813,240,516
Licking,NEWARK 7-A,ABZ,621,236,313
Licking,NEWARK 7-B,ACA,828,297,464
Licking,NEWARK 7-C,ACB,722,279,378
Licking,BENNINGTON TOWNSHIP,ACJ,"1,002",214,726
Licking,BOWLING GREEN TOWNSHIP,ACK,928,186,699
Licking,BURLINGTON TOWNSHIP,ACL,698,166,499
Licking,EDEN FALL TOWNSHIP,ACM,"1,063",209,790
Licking,ETNA TOWNSHIP A,ACN,"1,038",315,655
Licking,ETNA TOWNSHIP B,ACP,"1,121",313,731
Licking,ETNA TOWNSHIP C,ACQ,"1,099",269,756
Licking,ETNA TOWNSHIP D,ACR,"1,308",397,811
Licking,FRANKLIN TOWNSHIP,ACT,"1,150",244,846
Licking,GRANVILLE TOWNSHIP A,ACV,851,332,442
Licking,GRANVILLE TOWNSHIP B,ACW,780,385,323
Licking,GRANVILLE TOWNSHIP C,ACX,"1,146",494,568
Licking,GRANVILLE VILLAGE A,ACZ,"1,101",642,374
Licking,GRANVILLE VILLAGE B,ADB,999,401,500
Licking,GRANVILLE VILLAGE C,ADC,"1,285","1,026",190
Licking,HANOVER VILLAGE,ADD,574,125,417
Licking,HANOVER TOWNSHIP,ADE,908,208,648
Licking,HARRISON TOWNSHIP A,ADH,842,242,529
Licking,HARRISON TWP B-KIRK,ADI,"1,050",304,687
Licking,HARRISON TOWNSHIP C,ADJ,753,227,467
Licking,HARRISON TOWNSHIP D,ADK,"1,160",292,790
Licking,HARRISON TOWNSHIP E,ADL,"1,021",262,677
Licking,HARTFORD TWP-VLG,ADM,731,140,534
Licking,HOPEWELL TWP-GRATIOT VLG,ADO,696,183,483
Licking,JERSEY TOWNSHIP A,ADP,994,208,731
Licking,JERSEY TOWNSHIP B,ADQ,675,174,464
Licking,LIBERTY TOWNSHIP A,ADR,715,157,504
Licking,LIBERTY TOWNSHIP B,ADS,852,185,596
Licking,LICKING TOWNSHIP A,ADT,"1,138",269,805
Licking,LICKING TOWNSHIP B,ADV,684,158,489
Licking,LICKING TOWNSHIP C,ADW,778,186,538
Licking,MADISON TOWNSHIP A,ADX,"1,079",238,769
Licking,MADISON TOWNSHIP B,ADZ,678,173,467
Licking,MARY ANN TOWNSHIP,AEA,950,181,728
Licking,MCKEAN TOWNSHIP,AEC,918,225,623
Licking,MONROE TOWNSHIP A,AEE,664,160,466
Licking,MONROE TOWNSHIP B,AEF,776,195,508
Licking,JOHNSTOWN VILLAGE A,AEG,908,245,586
Licking,JOHNSTOWN VILLAGE B,AEI,662,171,444
Licking,NEWARK TOWNSHIP,AEK,"1,234",355,781
Licking,NEWTON TWP A,AEO,"1,018",289,667
Licking,NEWTON TWP B-ST LOU,AEQ,694,151,502
Licking,PATASKALA 1-A,AES,989,289,631
Licking,PATASKALA 1-B,AET,993,391,531
Licking,PATASKALA 2-A,AEU,987,346,570
Licking,PATASKALA 2-B,AEV,907,384,452
Licking,PATASKALA 3-A,AEW,"1,038",302,659
Licking,PATASKALA 3-B,AEX,"1,142",348,712
Licking,PATASKALA 4-A,AEY,797,206,524
Licking,PATASKALA 4-B,AEZ,996,327,604
Licking,PERRY TOWNSHIP,AFA,819,152,620
Licking,ST ALBANS TWP A,AFC,726,172,493
Licking,ST ALBANS TWP B-ALEX,AFD,812,165,579
Licking,UNION TOWNSHIP A,AFE,"1,186",406,689
Licking,UNION TOWNSHIP B,AFF,"1,106",297,734
Licking,HEBRON VILLAGE,AFH,"1,029",273,671
Licking,BUCKEYE LAKE VILLAGE,AFJ,884,335,496
Licking,WASHINGTON TOWNSHIP,AFL,546,104,409
Licking,UTICA VILLAGE,AFM,856,221,568
Licking,REYNOLDSBURG 2-A,AFR,811,429,329
Licking,REYNOLDSBURG 3-A,AFS,"1,079",526,480
Licking,REYNOLDSBURG 3-B,AFT,738,407,292
Licking,REYNOLDSBURG 3-C,AFU,"1,132",638,398
Licking,REYNOLDSBURG 3-D,AFV,"1,063",675,322
Licking,JOHNSTOWN VILLAGE C,AFZ,835,223,537
Logan,PRECINCT FIRST WARD A,AAA,573,167,348
Logan,PRECINCT FIRST WARD B,AAB,725,209,465
Logan,PRECINCT SECOND WARD A,AAE,482,141,293
Logan,PRECINCT SECOND WARD B,AAG,625,163,413
Logan,PRECINCT SECOND WARD C,AAH,448,115,303
Logan,PRECINCT SECOND WARD D,AAI,348,80,239
Logan,PRECINCT THIRD WARD A,AAJ,434,134,257
Logan,PRECINCT THIRD WARD B,AAL,318,116,162
Logan,PRECINCT FOURTH WARD A,AAM,672,187,442
Logan,PRECINCT FOURTH WARD B,AAN,714,229,429
Logan,PRECINCT BLOOMFIELD,AAQ,248,46,196
Logan,PRECINCT BOKESCREEK,AAR,351,49,277
Logan,PRECINCT WEST MANSFIELD,AAS,358,48,284
Logan,PRECINCT HARRISON,AAT,891,166,670
Logan,PRECINCT JEFFERSON N,AAV,743,129,565
Logan,PRECINCT JEFFERSON S,AAX,720,146,519
Logan,PRECINCT LAKE,AAY,375,82,275
Logan,PRECINCT LIBERTY,AAZ,789,151,604
Logan,PRECINCT WEST LIBERTY,ABA,939,221,636
Logan,PRECINCT McARTHUR,ABD,857,136,681
Logan,PRECINCT MIAMI,ABE,551,68,454
Logan,PRECINCT DeGRAFF,ABG,552,92,434
Logan,PRECINCT MONROE,ABH,916,166,688
Logan,PRECINCT PERRY,ABI,539,97,407
Logan,PRECINCT PLEASANT,ABJ,406,53,336
Logan,PRECINCT BELLE CENTER,ABK,378,74,285
Logan,PRECINCT RICHLAND,ABL,904,179,676
Logan,PRECINCT RUSHCREEK,ABM,"1,062",171,817
Logan,PRECINCT LAKEVIEW,ABP,418,88,301
Logan,PRECINCT STOKES N,ABR,966,224,701
Logan,PRECINCT STOKES SE,ABS,391,90,287
Logan,PRECINCT STOKES W,ABT,491,85,378
Logan,PRECINCT UNION,ABU,485,72,393
Logan,PRECINCT WASHINGTON N,ABV,606,145,429
Logan,PRECINCT WASHINGTON S,ABW,397,57,323
Logan,PRECINCT RUSSELLS POINT,ABX,488,109,349
Logan,PRECINCT ZANE,ABZ,634,130,467
Logan,PRECINCT HUNTSVILLE,ACA,225,32,174
Lorain,PRECINCT AMHERST CITY 1-A,AAA,945,364,528
Lorain,PRECINCT AMHERST CITY 1-B,AAB,930,382,472
Lorain,PRECINCT AMHERST CITY 2-A,AAE,731,316,364
Lorain,PRECINCT AMHERST CITY 2-B,AAF,644,256,329
Lorain,PRECINCT AMHERST CITY 2-C,AAG,613,236,341
Lorain,PRECINCT AMHERST CITY 3-A,AAH,752,335,347
Lorain,PRECINCT AMHERST CITY 3-B,AAI,640,278,311
Lorain,PRECINCT AMHERST CITY 4-A,AAK,678,282,346
Lorain,PRECINCT AMHERST CITY 4-B,AAL,"1,032",443,517
Lorain,PRECINCT AVON CITY 1-A,AAO,728,320,365
Lorain,PRECINCT AVON CITY 1-B,AAP,580,221,315
Lorain,PRECINCT AVON CITY 2-A,AAQ,934,441,443
Lorain,PRECINCT AVON CITY 2-B,AAR,822,356,396
Lorain,PRECINCT AVON CITY 3-A,AAS,677,234,394
Lorain,PRECINCT AVON CITY 3-B,AAT,582,247,287
Lorain,PRECINCT AVON CITY 4-A,AAU,967,372,514
Lorain,PRECINCT AVON CITY 4-B,AAV,"1,104",357,679
Lorain,PRECINCT AVON LAKE CITY 1-A,AAW,"1,199",493,605
Lorain,PRECINCT AVON LAKE CITY 1-B,AAX,"1,130",534,522
Lorain,PRECINCT AVON LAKE CITY 1-C,AAY,635,238,329
Lorain,PRECINCT AVON LAKE CITY 1-D,AAZ,639,270,334
Lorain,PRECINCT AVON LAKE CITY 2-A,ABB,"1,005",399,536
Lorain,PRECINCT AVON LAKE CITY 2-B,ABC,850,373,411
Lorain,PRECINCT AVON LAKE CITY 2-C,ABD,"1,221",393,757
Lorain,PRECINCT AVON LAKE CITY 2-D,ABE,967,402,495
Lorain,PRECINCT AVON LAKE CITY 3-A,ABG,946,399,493
Lorain,PRECINCT AVON LAKE CITY 3-B,ABH,983,412,487
Lorain,PRECINCT AVON LAKE CITY 3-C,ABI,"1,013",447,498
Lorain,PRECINCT AVON LAKE CITY 4-A,ABL,"1,263",522,688
Lorain,PRECINCT AVON LAKE CITY 4-B,ABM,"1,085",441,577
Lorain,PRECINCT AVON LAKE CITY 4-C,ABN,898,419,422
Lorain,PRECINCT ELYRIA CITY 1-A,ABP,648,333,267
Lorain,PRECINCT ELYRIA CITY 1-B,ABQ,853,409,374
Lorain,PRECINCT ELYRIA CITY 1-C,ABR,755,356,321
Lorain,PRECINCT ELYRIA CITY 1-D,ABS,606,337,225
Lorain,PRECINCT ELYRIA CITY 2-A,ABW,467,258,171
Lorain,PRECINCT ELYRIA CITY 2-B,ABX,562,312,202
Lorain,PRECINCT ELYRIA CITY 2-C,ABY,677,382,248
Lorain,PRECINCT ELYRIA CITY 2-D,ABZ,736,564,142
Lorain,PRECINCT ELYRIA CITY 3-A,ACD,761,345,358
Lorain,PRECINCT ELYRIA CITY 3-B,ACE,644,330,260
Lorain,PRECINCT ELYRIA CITY 3-C,ACF,675,320,309
Lorain,PRECINCT ELYRIA CITY 3-D,ACG,"1,005",422,503
Lorain,PRECINCT ELYRIA CITY 3-E,ACH,"1,036",443,519
Lorain,PRECINCT ELYRIA CITY 4-A,ACM,689,318,315
Lorain,PRECINCT ELYRIA CITY 4-B,ACN,773,345,372
Lorain,PRECINCT ELYRIA CITY 4-C,ACO,999,483,449
Lorain,PRECINCT ELYRIA CITY 4-D,ACP,843,438,331
Lorain,PRECINCT ELYRIA CITY 4-E,ACQ,743,382,315
