Block,Total,White,Black,Asian,Hispanic
"Block 1120, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1121, Block Group 1, Census Tract 9541, Gallia County, Ohio",205,195,10,0,0
"Block 1122, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1123, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1124, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1125, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1126, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 9541, Gallia County, Ohio",9,8,1,0,0
"Block 2005, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 9541, Gallia County, Ohio",7,7,0,0,0
"Block 2007, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 9541, Gallia County, Ohio",18,15,0,0,0
"Block 2012, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2013, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2015, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2017, Block Group 2, Census Tract 9541, Gallia County, Ohio",42,41,0,0,0
"Block 2018, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2019, Block Group 2, Census Tract 9541, Gallia County, Ohio",35,33,2,0,0
"Block 2020, Block Group 2, Census Tract 9541, Gallia County, Ohio",195,162,7,16,3
"Block 2021, Block Group 2, Census Tract 9541, Gallia County, Ohio",51,47,0,1,0
"Block 2022, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2023, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2024, Block Group 2, Census Tract 9541, Gallia County, Ohio",7,7,0,0,0
"Block 2025, Block Group 2, Census Tract 9541, Gallia County, Ohio",12,12,0,0,0
"Block 2026, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2027, Block Group 2, Census Tract 9541, Gallia County, Ohio",8,0,0,0,8
"Block 2028, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2029, Block Group 2, Census Tract 9541, Gallia County, Ohio",7,3,0,0,0
"Block 2030, Block Group 2, Census Tract 9541, Gallia County, Ohio",16,16,0,0,0
"Block 2031, Block Group 2, Census Tract 9541, Gallia County, Ohio",20,20,0,0,0
"Block 2032, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2033, Block Group 2, Census Tract 9541, Gallia County, Ohio",2,2,0,0,0
"Block 2034, Block Group 2, Census Tract 9541, Gallia County, Ohio",20,18,2,0,0
"Block 2035, Block Group 2, Census Tract 9541, Gallia County, Ohio",38,30,4,0,4
"Block 2036, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2037, Block Group 2, Census Tract 9541, Gallia County, Ohio",76,70,1,0,4
"Block 2038, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2039, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2040, Block Group 2, Census Tract 9541, Gallia County, Ohio",16,16,0,0,0
"Block 2041, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2042, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2043, Block Group 2, Census Tract 9541, Gallia County, Ohio",12,12,0,0,0
"Block 2044, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2045, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2046, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2047, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2048, Block Group 2, Census Tract 9541, Gallia County, Ohio",8,6,2,0,0
"Block 2049, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2050, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2051, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2052, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2053, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2054, Block Group 2, Census Tract 9541, Gallia County, Ohio",16,16,0,0,0
"Block 2055, Block Group 2, Census Tract 9541, Gallia County, Ohio",24,24,0,0,0
"Block 2056, Block Group 2, Census Tract 9541, Gallia County, Ohio",8,8,0,0,0
"Block 2057, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 2058, Block Group 2, Census Tract 9541, Gallia County, Ohio",9,9,0,0,0
"Block 2059, Block Group 2, Census Tract 9541, Gallia County, Ohio",6,6,0,0,0
"Block 2060, Block Group 2, Census Tract 9541, Gallia County, Ohio",1,0,0,0,0
"Block 2061, Block Group 2, Census Tract 9541, Gallia County, Ohio",6,6,0,0,0
"Block 2062, Block Group 2, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
